Statistic Label,Quarter,Area,UNIT,VALUE
Second Hand House Prices,1994Q1,Cork,Euro,66955
Second Hand House Prices,1994Q1,Galway,Euro,68683
Second Hand House Prices,1994Q1,Limerick,Euro,58447
Second Hand House Prices,1994Q1,Waterford,Euro,54900
Second Hand House Prices,1994Q1,Other areas,Euro,60243
Second Hand House Prices,1994Q2,National,Euro,70010
Second Hand House Prices,1994Q2,Dublin,Euro,82979
Second Hand House Prices,1994Q2,Cork,Euro,62789
Second Hand House Prices,1994Q2,Galway,Euro,69183
Second Hand House Prices,1994Q2,Limerick,Euro,60318
Second Hand House Prices,1994Q2,Waterford,Euro,56915
Second Hand House Prices,1994Q2,Other areas,Euro,61181
Second Hand House Prices,1994Q3,National,Euro,70869
Second Hand House Prices,1994Q3,Dublin,Euro,82803
Second Hand House Prices,1994Q3,Cork,Euro,62037
Second Hand House Prices,1994Q3,Galway,Euro,71983
Second Hand House Prices,1994Q3,Limerick,Euro,58026
Second Hand House Prices,1994Q3,Waterford,Euro,56755
Second Hand House Prices,1994Q3,Other areas,Euro,64334
Second Hand House Prices,1994Q4,National,Euro,68198
Second Hand House Prices,1994Q4,Dublin,Euro,80835
Second Hand House Prices,1994Q4,Cork,Euro,63680
Second Hand House Prices,1994Q4,Galway,Euro,67207
Second Hand House Prices,1994Q4,Limerick,Euro,56710
Second Hand House Prices,1994Q4,Waterford,Euro,53268
Second Hand House Prices,1994Q4,Other areas,Euro,60575
Second Hand House Prices,1995Q1,National,Euro,70688
Second Hand House Prices,1995Q1,Dublin,Euro,83752
Second Hand House Prices,1995Q1,Cork,Euro,65873
Second Hand House Prices,1995Q1,Galway,Euro,74304
Second Hand House Prices,1995Q1,Limerick,Euro,58204
Second Hand House Prices,1995Q1,Waterford,Euro,58666
Second Hand House Prices,1995Q1,Other areas,Euro,61584
Second Hand House Prices,1995Q2,National,Euro,74410
Second Hand House Prices,1995Q2,Dublin,Euro,89597
Second Hand House Prices,1995Q2,Cork,Euro,68304
Second Hand House Prices,1995Q2,Galway,Euro,79361
Second Hand House Prices,1995Q2,Limerick,Euro,58284
Second Hand House Prices,1995Q2,Waterford,Euro,59478
Second Hand House Prices,1995Q2,Other areas,Euro,63020
Second Hand House Prices,1995Q3,National,Euro,74736
Second Hand House Prices,1995Q3,Dublin,Euro,89268
Second Hand House Prices,1995Q3,Cork,Euro,69636
Second Hand House Prices,1995Q3,Galway,Euro,76603
Second Hand House Prices,1995Q3,Limerick,Euro,62254
Second Hand House Prices,1995Q3,Waterford,Euro,59817
Second Hand House Prices,1995Q3,Other areas,Euro,65266
Second Hand House Prices,1995Q4,National,Euro,77100
Second Hand House Prices,1995Q4,Dublin,Euro,92796
Second Hand House Prices,1995Q4,Cork,Euro,75579
Second Hand House Prices,1995Q4,Galway,Euro,82673
Second Hand House Prices,1995Q4,Limerick,Euro,62425
Second Hand House Prices,1995Q4,Waterford,Euro,59880
Second Hand House Prices,1995Q4,Other areas,Euro,65816
Second Hand House Prices,1996Q1,National,Euro,77769
Second Hand House Prices,1996Q1,Dublin,Euro,93584
Second Hand House Prices,1996Q1,Cork,Euro,70703
Second Hand House Prices,1996Q1,Galway,Euro,87899
Second Hand House Prices,1996Q1,Limerick,Euro,68582
Second Hand House Prices,1996Q1,Waterford,Euro,62423
Second Hand House Prices,1996Q1,Other areas,Euro,68821
Second Hand House Prices,1996Q2,National,Euro,85443
Second Hand House Prices,1996Q2,Dublin,Euro,103998
Second Hand House Prices,1996Q2,Cork,Euro,76715
Second Hand House Prices,1996Q2,Galway,Euro,87474
Second Hand House Prices,1996Q2,Limerick,Euro,70533
Second Hand House Prices,1996Q2,Waterford,Euro,60191
Second Hand House Prices,1996Q2,Other areas,Euro,73106
Second Hand House Prices,1996Q3,National,Euro,88373
Second Hand House Prices,1996Q3,Dublin,Euro,106353
Second Hand House Prices,1996Q3,Cork,Euro,80255
Second Hand House Prices,1996Q3,Galway,Euro,84634
Second Hand House Prices,1996Q3,Limerick,Euro,70237
Second Hand House Prices,1996Q3,Waterford,Euro,65579
Second Hand House Prices,1996Q3,Other areas,Euro,78669
Second Hand House Prices,1996Q4,National,Euro,89971
Second Hand House Prices,1996Q4,Dublin,Euro,111817
Second Hand House Prices,1996Q4,Cork,Euro,80593
Second Hand House Prices,1996Q4,Galway,Euro,92340
Second Hand House Prices,1996Q4,Limerick,Euro,75742
Second Hand House Prices,1996Q4,Waterford,Euro,64014
Second Hand House Prices,1996Q4,Other areas,Euro,75214
Second Hand House Prices,1997Q1,National,Euro,91671
Second Hand House Prices,1997Q1,Dublin,Euro,113092
Second Hand House Prices,1997Q1,Cork,Euro,80849
Second Hand House Prices,1997Q1,Galway,Euro,89444
Second Hand House Prices,1997Q1,Limerick,Euro,74912
Second Hand House Prices,1997Q1,Waterford,Euro,69279
Second Hand House Prices,1997Q1,Other areas,Euro,79428
Second Hand House Prices,1997Q2,National,Euro,99132
Second Hand House Prices,1997Q2,Dublin,Euro,125787
Second Hand House Prices,1997Q2,Cork,Euro,85138
Second Hand House Prices,1997Q2,Galway,Euro,97756
Second Hand House Prices,1997Q2,Limerick,Euro,78253
Second Hand House Prices,1997Q2,Waterford,Euro,67786
Second Hand House Prices,1997Q2,Other areas,Euro,82984
Second Hand House Prices,1997Q3,National,Euro,103089
Second Hand House Prices,1997Q3,Dublin,Euro,133038
Second Hand House Prices,1997Q3,Cork,Euro,89816
Second Hand House Prices,1997Q3,Galway,Euro,106111
Second Hand House Prices,1997Q3,Limerick,Euro,73400
Second Hand House Prices,1997Q3,Waterford,Euro,72436
Second Hand House Prices,1997Q3,Other areas,Euro,86031
Second Hand House Prices,1997Q4,National,Euro,115898
Second Hand House Prices,1997Q4,Dublin,Euro,150643
Second Hand House Prices,1997Q4,Cork,Euro,94573
Second Hand House Prices,1997Q4,Galway,Euro,107250
Second Hand House Prices,1997Q4,Limerick,Euro,84273
Second Hand House Prices,1997Q4,Waterford,Euro,81697
Second Hand House Prices,1997Q4,Other areas,Euro,94562
Second Hand House Prices,1998Q1,National,Euro,117712
Second Hand House Prices,1998Q1,Dublin,Euro,152014
Second Hand House Prices,1998Q1,Cork,Euro,103114
Second Hand House Prices,1998Q1,Galway,Euro,116708
Second Hand House Prices,1998Q1,Limerick,Euro,94165
Second Hand House Prices,1998Q1,Waterford,Euro,87617
Second Hand House Prices,1998Q1,Other areas,Euro,98845
Second Hand House Prices,1998Q2,National,Euro,130387
Second Hand House Prices,1998Q2,Dublin,Euro,171679
Second Hand House Prices,1998Q2,Cork,Euro,109497
Second Hand House Prices,1998Q2,Galway,Euro,127409
Second Hand House Prices,1998Q2,Limerick,Euro,94274
Second Hand House Prices,1998Q2,Waterford,Euro,93766
Second Hand House Prices,1998Q2,Other areas,Euro,107646
Second Hand House Prices,1998Q3,National,Euro,140456
Second Hand House Prices,1998Q3,Dublin,Euro,188033
Second Hand House Prices,1998Q3,Cork,Euro,110122
Second Hand House Prices,1998Q3,Galway,Euro,125696
Second Hand House Prices,1998Q3,Limerick,Euro,98350
Second Hand House Prices,1998Q3,Waterford,Euro,92720
Second Hand House Prices,1998Q3,Other areas,Euro,114861
Second Hand House Prices,1998Q4,National,Euro,148049
Second Hand House Prices,1998Q4,Dublin,Euro,188767
Second Hand House Prices,1998Q4,Cork,Euro,116948
Second Hand House Prices,1998Q4,Galway,Euro,133919
Second Hand House Prices,1998Q4,Limerick,Euro,99743
Second Hand House Prices,1998Q4,Waterford,Euro,100073
Second Hand House Prices,1998Q4,Other areas,Euro,124514
Second Hand House Prices,1999Q1,National,Euro,153042
Second Hand House Prices,1999Q1,Dublin,Euro,191918
Second Hand House Prices,1999Q1,Cork,Euro,124493
Second Hand House Prices,1999Q1,Galway,Euro,136647
Second Hand House Prices,1999Q1,Limerick,Euro,112783
Second Hand House Prices,1999Q1,Waterford,Euro,99600
Second Hand House Prices,1999Q1,Other areas,Euro,126976
Second Hand House Prices,1999Q2,National,Euro,157243
Second Hand House Prices,1999Q2,Dublin,Euro,202895
Second Hand House Prices,1999Q2,Cork,Euro,131000
Second Hand House Prices,1999Q2,Galway,Euro,136983
Second Hand House Prices,1999Q2,Limerick,Euro,112341
Second Hand House Prices,1999Q2,Waterford,Euro,114189
Second Hand House Prices,1999Q2,Other areas,Euro,129959
Second Hand House Prices,1999Q3,National,Euro,167943
Second Hand House Prices,1999Q3,Dublin,Euro,218801
Second Hand House Prices,1999Q3,Cork,Euro,147219
Second Hand House Prices,1999Q3,Galway,Euro,144357
Second Hand House Prices,1999Q3,Limerick,Euro,122032
Second Hand House Prices,1999Q3,Waterford,Euro,119348
Second Hand House Prices,1999Q3,Other areas,Euro,140314
Second Hand House Prices,1999Q4,National,Euro,174541
Second Hand House Prices,1999Q4,Dublin,Euro,231213
Second Hand House Prices,1999Q4,Cork,Euro,152464
Second Hand House Prices,1999Q4,Galway,Euro,163398
Second Hand House Prices,1999Q4,Limerick,Euro,127037
Second Hand House Prices,1999Q4,Waterford,Euro,125157
Second Hand House Prices,1999Q4,Other areas,Euro,142105
Second Hand House Prices,2000Q1,National,Euro,173991
Second Hand House Prices,2000Q1,Dublin,Euro,225081
Second Hand House Prices,2000Q1,Cork,Euro,160765
Second Hand House Prices,2000Q1,Galway,Euro,158680
Second Hand House Prices,2000Q1,Limerick,Euro,131476
Second Hand House Prices,2000Q1,Waterford,Euro,126465
Second Hand House Prices,2000Q1,Other areas,Euro,146149
Second Hand House Prices,2000Q2,National,Euro,190152
Second Hand House Prices,2000Q2,Dublin,Euro,248925
Second Hand House Prices,2000Q2,Cork,Euro,165382
Second Hand House Prices,2000Q2,Galway,Euro,163945
Second Hand House Prices,2000Q2,Limerick,Euro,136805
Second Hand House Prices,2000Q2,Waterford,Euro,140100
Second Hand House Prices,2000Q2,Other areas,Euro,156197
Second Hand House Prices,2000Q3,National,Euro,197604
Second Hand House Prices,2000Q3,Dublin,Euro,254758
Second Hand House Prices,2000Q3,Cork,Euro,175214
Second Hand House Prices,2000Q3,Galway,Euro,168400
Second Hand House Prices,2000Q3,Limerick,Euro,151317
Second Hand House Prices,2000Q3,Waterford,Euro,143752
Second Hand House Prices,2000Q3,Other areas,Euro,166237
Second Hand House Prices,2000Q4,National,Euro,198915
Second Hand House Prices,2000Q4,Dublin,Euro,256238
Second Hand House Prices,2000Q4,Cork,Euro,174346
Second Hand House Prices,2000Q4,Galway,Euro,172452
Second Hand House Prices,2000Q4,Limerick,Euro,148891
Second Hand House Prices,2000Q4,Waterford,Euro,160557
Second Hand House Prices,2000Q4,Other areas,Euro,164111
Second Hand House Prices,2001Q1,National,Euro,203995
Second Hand House Prices,2001Q1,Dublin,Euro,259852
Second Hand House Prices,2001Q1,Cork,Euro,179039
Second Hand House Prices,2001Q1,Galway,Euro,181011
Second Hand House Prices,2001Q1,Limerick,Euro,152795
Second Hand House Prices,2001Q1,Waterford,Euro,154899
Second Hand House Prices,2001Q1,Other areas,Euro,169113
Second Hand House Prices,2001Q2,National,Euro,213030
Second Hand House Prices,2001Q2,Dublin,Euro,279773
Second Hand House Prices,2001Q2,Cork,Euro,180695
Second Hand House Prices,2001Q2,Galway,Euro,197386
Second Hand House Prices,2001Q2,Limerick,Euro,164940
Second Hand House Prices,2001Q2,Waterford,Euro,160417
Second Hand House Prices,2001Q2,Other areas,Euro,173676
Second Hand House Prices,2001Q3,National,Euro,204279
Second Hand House Prices,2001Q3,Dublin,Euro,267087
Second Hand House Prices,2001Q3,Cork,Euro,179349
Second Hand House Prices,2001Q3,Galway,Euro,186423
Second Hand House Prices,2001Q3,Limerick,Euro,157718
Second Hand House Prices,2001Q3,Waterford,Euro,150985
Second Hand House Prices,2001Q3,Other areas,Euro,172678
Second Hand House Prices,2001Q4,National,Euro,201613
Second Hand House Prices,2001Q4,Dublin,Euro,262133
Second Hand House Prices,2001Q4,Cork,Euro,179395
Second Hand House Prices,2001Q4,Galway,Euro,191593
Second Hand House Prices,2001Q4,Limerick,Euro,150147
Second Hand House Prices,2001Q4,Waterford,Euro,153843
Second Hand House Prices,2001Q4,Other areas,Euro,168436
Second Hand House Prices,2002Q1,National,Euro,213390
Second Hand House Prices,2002Q1,Dublin,Euro,274714
Second Hand House Prices,2002Q1,Cork,Euro,184610
Second Hand House Prices,2002Q1,Galway,Euro,193116
Second Hand House Prices,2002Q1,Limerick,Euro,161242
Second Hand House Prices,2002Q1,Waterford,Euro,160038
Second Hand House Prices,2002Q1,Other areas,Euro,177275
Second Hand House Prices,2002Q2,National,Euro,227063
Second Hand House Prices,2002Q2,Dublin,Euro,297723
Second Hand House Prices,2002Q2,Cork,Euro,194398
Second Hand House Prices,2002Q2,Galway,Euro,200175
Second Hand House Prices,2002Q2,Limerick,Euro,175959
Second Hand House Prices,2002Q2,Waterford,Euro,163352
Second Hand House Prices,2002Q2,Other areas,Euro,192252
Second Hand House Prices,2002Q3,National,Euro,229412
Second Hand House Prices,2002Q3,Dublin,Euro,300599
Second Hand House Prices,2002Q3,Cork,Euro,204936
Second Hand House Prices,2002Q3,Galway,Euro,207645
Second Hand House Prices,2002Q3,Limerick,Euro,170581
Second Hand House Prices,2002Q3,Waterford,Euro,173334
Second Hand House Prices,2002Q3,Other areas,Euro,196755
Second Hand House Prices,2002Q4,National,Euro,241054
Second Hand House Prices,2002Q4,Dublin,Euro,318694
Second Hand House Prices,2002Q4,Cork,Euro,215821
Second Hand House Prices,2002Q4,Galway,Euro,224531
Second Hand House Prices,2002Q4,Limerick,Euro,181826
Second Hand House Prices,2002Q4,Waterford,Euro,184164
Second Hand House Prices,2002Q4,Other areas,Euro,201135
Second Hand House Prices,2003Q1,National,Euro,243604
Second Hand House Prices,2003Q1,Dublin,Euro,323087
Second Hand House Prices,2003Q1,Cork,Euro,215719
Second Hand House Prices,2003Q1,Galway,Euro,231973
Second Hand House Prices,2003Q1,Limerick,Euro,186748
Second Hand House Prices,2003Q1,Waterford,Euro,186837
Second Hand House Prices,2003Q1,Other areas,Euro,206241
Second Hand House Prices,2003Q2,National,Euro,267646
Second Hand House Prices,2003Q2,Dublin,Euro,367314
Second Hand House Prices,2003Q2,Cork,Euro,233328
Second Hand House Prices,2003Q2,Galway,Euro,253456
Second Hand House Prices,2003Q2,Limerick,Euro,195105
Second Hand House Prices,2003Q2,Waterford,Euro,200859
Second Hand House Prices,2003Q2,Other areas,Euro,215319
Second Hand House Prices,2003Q3,National,Euro,266444
Second Hand House Prices,2003Q3,Dublin,Euro,350603
Second Hand House Prices,2003Q3,Cork,Euro,258832
Second Hand House Prices,2003Q3,Galway,Euro,241651
Second Hand House Prices,2003Q3,Limerick,Euro,209017
Second Hand House Prices,2003Q3,Waterford,Euro,206736
Second Hand House Prices,2003Q3,Other areas,Euro,221510
Second Hand House Prices,2003Q4,National,Euro,277818
Second Hand House Prices,2003Q4,Dublin,Euro,372910
Second Hand House Prices,2003Q4,Cork,Euro,249138
Second Hand House Prices,2003Q4,Galway,Euro,268334
Second Hand House Prices,2003Q4,Limerick,Euro,211090
Second Hand House Prices,2003Q4,Waterford,Euro,210181
Second Hand House Prices,2003Q4,Other areas,Euro,227260
Second Hand House Prices,2004Q1,National,Euro,274274
Second Hand House Prices,2004Q1,Dublin,Euro,362845
Second Hand House Prices,2004Q1,Cork,Euro,250491
Second Hand House Prices,2004Q1,Galway,Euro,272282
Second Hand House Prices,2004Q1,Limerick,Euro,198417
Second Hand House Prices,2004Q1,Waterford,Euro,214441
Second Hand House Prices,2004Q1,Other areas,Euro,224298
Second Hand House Prices,2004Q2,National,Euro,301620
Second Hand House Prices,2004Q2,Dublin,Euro,399536
Second Hand House Prices,2004Q2,Cork,Euro,276879
Second Hand House Prices,2004Q2,Galway,Euro,285920
Second Hand House Prices,2004Q2,Limerick,Euro,238036
Second Hand House Prices,2004Q2,Waterford,Euro,212650
Second Hand House Prices,2004Q2,Other areas,Euro,235110
Second Hand House Prices,2004Q3,National,Euro,293114
Second Hand House Prices,2004Q3,Dublin,Euro,382505
Second Hand House Prices,2004Q3,Cork,Euro,288285
Second Hand House Prices,2004Q3,Galway,Euro,282943
Second Hand House Prices,2004Q3,Limerick,Euro,209220
Second Hand House Prices,2004Q3,Waterford,Euro,225636
Second Hand House Prices,2004Q3,Other areas,Euro,237504
Second Hand House Prices,2004Q4,National,Euro,308899
Second Hand House Prices,2004Q4,Dublin,Euro,411439
Second Hand House Prices,2004Q4,Cork,Euro,276956
Second Hand House Prices,2004Q4,Galway,Euro,273665
Second Hand House Prices,2004Q4,Limerick,Euro,231457
Second Hand House Prices,2004Q4,Waterford,Euro,228051
Second Hand House Prices,2004Q4,Other areas,Euro,246733
Second Hand House Prices,2005Q1,National,Euro,304839
Second Hand House Prices,2005Q1,Dublin,Euro,402698
Second Hand House Prices,2005Q1,Cork,Euro,280106
Second Hand House Prices,2005Q1,Galway,Euro,301122
Second Hand House Prices,2005Q1,Limerick,Euro,211667
Second Hand House Prices,2005Q1,Waterford,Euro,240497
Second Hand House Prices,2005Q1,Other areas,Euro,243651
Second Hand House Prices,2005Q2,National,Euro,332151
Second Hand House Prices,2005Q2,Dublin,Euro,440520
Second Hand House Prices,2005Q2,Cork,Euro,306369
Second Hand House Prices,2005Q2,Galway,Euro,311748
Second Hand House Prices,2005Q2,Limerick,Euro,241643
Second Hand House Prices,2005Q2,Waterford,Euro,248647
Second Hand House Prices,2005Q2,Other areas,Euro,262180
Second Hand House Prices,2005Q3,National,Euro,327864
Second Hand House Prices,2005Q3,Dublin,Euro,430220
Second Hand House Prices,2005Q3,Cork,Euro,309484
Second Hand House Prices,2005Q3,Galway,Euro,322827
Second Hand House Prices,2005Q3,Limerick,Euro,236914
Second Hand House Prices,2005Q3,Waterford,Euro,255589
Second Hand House Prices,2005Q3,Other areas,Euro,267035
Second Hand House Prices,2005Q4,National,Euro,351530
Second Hand House Prices,2005Q4,Dublin,Euro,475430
Second Hand House Prices,2005Q4,Cork,Euro,325577
Second Hand House Prices,2005Q4,Galway,Euro,331164
Second Hand House Prices,2005Q4,Limerick,Euro,234393
Second Hand House Prices,2005Q4,Waterford,Euro,265458
Second Hand House Prices,2005Q4,Other areas,Euro,277102
Second Hand House Prices,2006Q1,National,Euro,348597
Second Hand House Prices,2006Q1,Dublin,Euro,472996
Second Hand House Prices,2006Q1,Cork,Euro,322076
Second Hand House Prices,2006Q1,Galway,Euro,332005
Second Hand House Prices,2006Q1,Limerick,Euro,256243
Second Hand House Prices,2006Q1,Waterford,Euro,272033
Second Hand House Prices,2006Q1,Other areas,Euro,279062
Second Hand House Prices,2006Q2,National,Euro,379011
Second Hand House Prices,2006Q2,Dublin,Euro,516589
Second Hand House Prices,2006Q2,Cork,Euro,368016
Second Hand House Prices,2006Q2,Galway,Euro,329369
Second Hand House Prices,2006Q2,Limerick,Euro,255352
Second Hand House Prices,2006Q2,Waterford,Euro,284724
Second Hand House Prices,2006Q2,Other areas,Euro,291376
Second Hand House Prices,2006Q3,National,Euro,389871
Second Hand House Prices,2006Q3,Dublin,Euro,549330
Second Hand House Prices,2006Q3,Cork,Euro,371018
Second Hand House Prices,2006Q3,Galway,Euro,343892
Second Hand House Prices,2006Q3,Limerick,Euro,268457
Second Hand House Prices,2006Q3,Waterford,Euro,289221
Second Hand House Prices,2006Q3,Other areas,Euro,306244
Second Hand House Prices,2006Q4,National,Euro,375577
Second Hand House Prices,2006Q4,Dublin,Euro,517865
Second Hand House Prices,2006Q4,Cork,Euro,355370
Second Hand House Prices,2006Q4,Galway,Euro,343916
Second Hand House Prices,2006Q4,Limerick,Euro,251420
Second Hand House Prices,2006Q4,Waterford,Euro,290203
Second Hand House Prices,2006Q4,Other areas,Euro,303732
Second Hand House Prices,2007Q1,National,Euro,379874
Second Hand House Prices,2007Q1,Dublin,Euro,516211
Second Hand House Prices,2007Q1,Cork,Euro,374714
Second Hand House Prices,2007Q1,Galway,Euro,340756
Second Hand House Prices,2007Q1,Limerick,Euro,267257
Second Hand House Prices,2007Q1,Waterford,Euro,294777
Second Hand House Prices,2007Q1,Other areas,Euro,301850
Second Hand House Prices,2007Q2,National,Euro,386989
Second Hand House Prices,2007Q2,Dublin,Euro,507544
Second Hand House Prices,2007Q2,Cork,Euro,357379
Second Hand House Prices,2007Q2,Galway,Euro,342397
Second Hand House Prices,2007Q2,Limerick,Euro,260796
Second Hand House Prices,2007Q2,Waterford,Euro,285151
Second Hand House Prices,2007Q2,Other areas,Euro,331315
Second Hand House Prices,2007Q3,National,Euro,374392
Second Hand House Prices,2007Q3,Dublin,Euro,489749
Second Hand House Prices,2007Q3,Cork,Euro,372774
Second Hand House Prices,2007Q3,Galway,Euro,368864
Second Hand House Prices,2007Q3,Limerick,Euro,291091
Second Hand House Prices,2007Q3,Waterford,Euro,284476
Second Hand House Prices,2007Q3,Other areas,Euro,308733
Second Hand House Prices,2007Q4,National,Euro,366912
Second Hand House Prices,2007Q4,Dublin,Euro,462806
Second Hand House Prices,2007Q4,Cork,Euro,372293
Second Hand House Prices,2007Q4,Galway,Euro,324968
Second Hand House Prices,2007Q4,Limerick,Euro,279348
Second Hand House Prices,2007Q4,Waterford,Euro,284782
Second Hand House Prices,2007Q4,Other areas,Euro,308339
Second Hand House Prices,2008Q1,National,Euro,359277
Second Hand House Prices,2008Q1,Dublin,Euro,462475
Second Hand House Prices,2008Q1,Cork,Euro,346955
Second Hand House Prices,2008Q1,Galway,Euro,356430
Second Hand House Prices,2008Q1,Limerick,Euro,261842
Second Hand House Prices,2008Q1,Waterford,Euro,291960
Second Hand House Prices,2008Q1,Other areas,Euro,296165
Second Hand House Prices,2008Q2,National,Euro,356638
Second Hand House Prices,2008Q2,Dublin,Euro,455142
Second Hand House Prices,2008Q2,Cork,Euro,344408
Second Hand House Prices,2008Q2,Galway,Euro,338313
Second Hand House Prices,2008Q2,Limerick,Euro,259623
Second Hand House Prices,2008Q2,Waterford,Euro,288430
Second Hand House Prices,2008Q2,Other areas,Euro,306896
Second Hand House Prices,2008Q3,National,Euro,335762
Second Hand House Prices,2008Q3,Dublin,Euro,412152
Second Hand House Prices,2008Q3,Cork,Euro,334663
Second Hand House Prices,2008Q3,Galway,Euro,310865
Second Hand House Prices,2008Q3,Limerick,Euro,263793
Second Hand House Prices,2008Q3,Waterford,Euro,301387
Second Hand House Prices,2008Q3,Other areas,Euro,297768
Second Hand House Prices,2008Q4,National,Euro,323418
Second Hand House Prices,2008Q4,Dublin,Euro,415035
Second Hand House Prices,2008Q4,Cork,Euro,327269
Second Hand House Prices,2008Q4,Galway,Euro,317835
Second Hand House Prices,2008Q4,Limerick,Euro,251280
Second Hand House Prices,2008Q4,Waterford,Euro,216055
Second Hand House Prices,2008Q4,Other areas,Euro,278217
Second Hand House Prices,2009Q1,National,Euro,297294
Second Hand House Prices,2009Q1,Dublin,Euro,380965
Second Hand House Prices,2009Q1,Cork,Euro,257539
Second Hand House Prices,2009Q1,Galway,Euro,258962
Second Hand House Prices,2009Q1,Limerick,Euro,207758
Second Hand House Prices,2009Q1,Waterford,Euro,236083
Second Hand House Prices,2009Q1,Other areas,Euro,243173
Second Hand House Prices,2009Q2,National,Euro,286952
Second Hand House Prices,2009Q2,Dublin,Euro,367018
Second Hand House Prices,2009Q2,Cork,Euro,252766
Second Hand House Prices,2009Q2,Galway,Euro,282781
Second Hand House Prices,2009Q2,Limerick,Euro,206563
Second Hand House Prices,2009Q2,Waterford,Euro,239820
Second Hand House Prices,2009Q2,Other areas,Euro,224801
Second Hand House Prices,2009Q3,National,Euro,254754
Second Hand House Prices,2009Q3,Dublin,Euro,314902
Second Hand House Prices,2009Q3,Cork,Euro,223708
Second Hand House Prices,2009Q3,Galway,Euro,218209
Second Hand House Prices,2009Q3,Limerick,Euro,174652
Second Hand House Prices,2009Q3,Waterford,Euro,202429
Second Hand House Prices,2009Q3,Other areas,Euro,211152
Second Hand House Prices,2009Q4,National,Euro,244679
Second Hand House Prices,2009Q4,Dublin,Euro,294452
Second Hand House Prices,2009Q4,Cork,Euro,230988
Second Hand House Prices,2009Q4,Galway,Euro,245961
Second Hand House Prices,2009Q4,Limerick,Euro,185264
Second Hand House Prices,2009Q4,Waterford,Euro,180471
Second Hand House Prices,2009Q4,Other areas,Euro,203133
Second Hand House Prices,2010Q1,National,Euro,247534
Second Hand House Prices,2010Q1,Dublin,Euro,296130
Second Hand House Prices,2010Q1,Cork,Euro,222142
Second Hand House Prices,2010Q1,Galway,Euro,217892
Second Hand House Prices,2010Q1,Limerick,Euro,193487
Second Hand House Prices,2010Q1,Waterford,Euro,167096
Second Hand House Prices,2010Q1,Other areas,Euro,200230
Second Hand House Prices,2010Q2,National,Euro,279839
Second Hand House Prices,2010Q2,Dublin,Euro,350271
Second Hand House Prices,2010Q2,Cork,Euro,268291
Second Hand House Prices,2010Q2,Galway,Euro,246366
Second Hand House Prices,2010Q2,Limerick,Euro,217763
Second Hand House Prices,2010Q2,Waterford,Euro,173692
Second Hand House Prices,2010Q2,Other areas,Euro,215405
Second Hand House Prices,2010Q3,National,Euro,280315
Second Hand House Prices,2010Q3,Dublin,Euro,359317
Second Hand House Prices,2010Q3,Cork,Euro,245465
Second Hand House Prices,2010Q3,Galway,Euro,241695
Second Hand House Prices,2010Q3,Limerick,Euro,210518
Second Hand House Prices,2010Q3,Waterford,Euro,221534
Second Hand House Prices,2010Q3,Other areas,Euro,217141
Second Hand House Prices,2010Q4,National,Euro,272638
Second Hand House Prices,2010Q4,Dublin,Euro,349939
Second Hand House Prices,2010Q4,Cork,Euro,248304
Second Hand House Prices,2010Q4,Galway,Euro,222259
Second Hand House Prices,2010Q4,Limerick,Euro,223840
Second Hand House Prices,2010Q4,Waterford,Euro,205179
Second Hand House Prices,2010Q4,Other areas,Euro,210138
Second Hand House Prices,2011Q1,National,Euro,274750
Second Hand House Prices,2011Q1,Dublin,Euro,353277
Second Hand House Prices,2011Q1,Cork,Euro,246171
Second Hand House Prices,2011Q1,Galway,Euro,198923
Second Hand House Prices,2011Q1,Limerick,Euro,199628
Second Hand House Prices,2011Q1,Waterford,Euro,198107
Second Hand House Prices,2011Q1,Other areas,Euro,213307
Second Hand House Prices,2011Q2,National,Euro,275233
Second Hand House Prices,2011Q2,Dublin,Euro,348482
Second Hand House Prices,2011Q2,Cork,Euro,230383
Second Hand House Prices,2011Q2,Galway,Euro,225858
Second Hand House Prices,2011Q2,Limerick,Euro,215571
Second Hand House Prices,2011Q2,Waterford,Euro,205355
Second Hand House Prices,2011Q2,Other areas,Euro,211730
Second Hand House Prices,2011Q3,National,Euro,253678
Second Hand House Prices,2011Q3,Dublin,Euro,320375
Second Hand House Prices,2011Q3,Cork,Euro,225401
Second Hand House Prices,2011Q3,Galway,Euro,219842
Second Hand House Prices,2011Q3,Limerick,Euro,213989
Second Hand House Prices,2011Q3,Waterford,Euro,187440
Second Hand House Prices,2011Q3,Other areas,Euro,194618
Second Hand House Prices,2011Q4,National,Euro,246823
Second Hand House Prices,2011Q4,Dublin,Euro,315229
Second Hand House Prices,2011Q4,Cork,Euro,221980
Second Hand House Prices,2011Q4,Galway,Euro,211196
Second Hand House Prices,2011Q4,Limerick,Euro,187196
Second Hand House Prices,2011Q4,Waterford,Euro,170639
Second Hand House Prices,2011Q4,Other areas,Euro,182438
Second Hand House Prices,2012Q1,National,Euro,248302
Second Hand House Prices,2012Q1,Dublin,Euro,318557
Second Hand House Prices,2012Q1,Cork,Euro,225686
Second Hand House Prices,2012Q1,Galway,Euro,209754
Second Hand House Prices,2012Q1,Limerick,Euro,186848
Second Hand House Prices,2012Q1,Waterford,Euro,183436
Second Hand House Prices,2012Q1,Other areas,Euro,181178
Second Hand House Prices,2012Q2,National,Euro,251815
Second Hand House Prices,2012Q2,Dublin,Euro,316402
Second Hand House Prices,2012Q2,Cork,Euro,227454
