Year,Month,Day,Max (°F),Min (°F),Max (°C),Min (°C)
1951,2,20,44,34,6.7,1.1
1951,2,21,45,32,7.2,0
1951,2,22,45,32,7.2,0
1951,2,23,49,34,9.4,1.1
1951,2,24,43,33,6.1,0.6
1951,2,25,44,30,6.7,-1.1
1951,2,26,49,34,9.4,1.1
1951,2,27,47,29,8.3,-1.7
1951,2,28,51,29,10.6,-1.7
1951,3,1,53,39,11.7,3.9
1951,3,2,52,45,11.1,7.2
1951,3,3,49,39,9.4,3.9
1951,3,4,50,29,10,-1.7
1951,3,5,50,35,10,1.7
1951,3,6,47,32,8.3,0
1951,3,7,35,27,1.7,-2.8
1951,3,8,41,29,5,-1.7
1951,3,9,40,33,4.4,0.6
1951,3,10,44,25,6.7,-3.9
1951,3,11,40,20,4.4,-6.7
1951,3,12,45,28,7.2,-2.2
1951,3,13,46,32,7.8,0
1951,3,14,47,34,8.3,1.1
1951,3,15,53,30,11.7,-1.1
1951,3,16,43,33,6.1,0.6
1951,3,17,43,41,6.1,5
1951,3,18,48,39,8.9,3.9
1951,3,19,42,34,5.6,1.1
1951,3,20,45,35,7.2,1.7
1951,3,21,52,41,11.1,5
1951,3,22,59,51,15,10.6
1951,3,23,52,37,11.1,2.8
1951,3,24,45,33,7.2,0.6
1951,3,25,49,34,9.4,1.1
1951,3,26,52,39,11.1,3.9
1951,3,27,49,30,9.4,-1.1
1951,3,28,45,31,7.2,-0.6
1951,3,29,43,33,6.1,0.6
1951,3,30,47,28,8.3,-2.2
1951,3,31,50,37,10,2.8
1951,4,1,45,34,7.2,1.1
1951,4,2,52,32,11.1,0
1951,4,3,52,35,11.1,1.7
1951,4,4,53,38,11.7,3.3
1951,4,5,49,36,9.4,2.2
1951,4,6,54,35,12.2,1.7
1951,4,7,49,31,9.4,-0.6
1951,4,8,47,36,8.3,2.2
1951,4,9,58,35,14.4,1.7
1951,4,10,48,32,8.9,0
1951,4,11,52,30,11.1,-1.1
1951,4,12,52,40,11.1,4.4
1951,4,13,48,35,8.9,1.7
1951,4,14,51,32,10.6,0
1951,4,15,53,41,11.7,5
1951,4,16,50,33,10,0.6
1951,4,17,54,29,12.2,-1.7
1951,4,18,59,37,15,2.8
1951,4,19,49,34,9.4,1.1
1951,4,20,50,35,10,1.7
1951,4,21,52,33,11.1,0.6
1951,4,22,59,33,15,0.6
1951,4,23,60,40,15.6,4.4
1951,4,24,69,36,20.6,2.2
1951,4,25,63,48,17.2,8.9
1951,4,26,54,35,12.2,1.7
1951,4,27,50,35,10,1.7
1951,4,28,53,31,11.7,-0.6
1951,4,29,50,37,10,2.8
1951,4,30,45,35,7.2,1.7
1951,5,1,49,39,9.4,3.9
1951,5,2,50,38,10,3.3
1951,5,3,59,38,15,3.3
1951,5,4,53,35,11.7,1.7
1951,5,5,46,42,7.8,5.6
1951,5,6,50,41,10,5
1951,5,7,54,32,12.2,0
1951,5,8,50,35,10,1.7
1951,5,9,47,42,8.3,5.6
1951,5,10,52,35,11.1,1.7
1951,5,11,61,30,16.1,-1.1
1951,5,12,67,33,19.4,0.6
1951,5,13,60,46,15.6,7.8
1951,5,14,64,36,17.8,2.2
1951,5,15,57,47,13.9,8.3
1951,5,16,56,39,13.3,3.9
1951,5,17,55,32,12.8,0
1951,5,18,57,34,13.9,1.1
1951,5,19,60,42,15.6,5.6
1951,5,20,60,42,15.6,5.6
1951,5,21,63,42,17.2,5.6
1951,5,22,57,38,13.9,3.3
1951,5,23,60,39,15.6,3.9
1951,5,24,66,49,18.9,9.4
1951,5,25,63,50,17.2,10
1951,5,26,62,50,16.7,10
1951,5,27,51,44,10.6,6.7
1951,5,28,53,47,11.7,8.3
1951,5,29,67,41,19.4,5
1951,5,30,57,39,13.9,3.9
1951,5,31,57,43,13.9,6.1
1951,6,1,60,39,15.6,3.9
1951,6,2,70,37,21.1,2.8
1951,6,3,69,45,20.6,7.2
1951,6,4,71,44,21.7,6.7
1951,6,5,71,43,21.7,6.1
1951,6,6,71,42,21.7,5.6
1951,6,7,62,46,16.7,7.8
1951,6,8,57,43,13.9,6.1
1951,6,9,60,40,15.6,4.4
1951,6,10,61,51,16.1,10.6
1951,6,11,62,49,16.7,9.4
1951,6,12,67,54,19.4,12.2
1951,6,13,68,54,20,12.2
1951,6,14,70,54,21.1,12.2
1951,6,15,66,44,18.9,6.7
1951,6,16,67,43,19.4,6.1
1951,6,17,61,46,16.1,7.8
1951,6,18,64,44,17.8,6.7
1951,6,19,62,41,16.7,5
1951,6,20,66,49,18.9,9.4
1951,6,21,67,53,19.4,11.7
1951,6,22,68,46,20,7.8
1951,6,23,67,45,19.4,7.2
1951,6,24,66,49,18.9,9.4
1951,6,25,62,46,16.7,7.8
1951,6,26,62,47,16.7,8.3
1951,6,27,62,51,16.7,10.6
1951,6,28,67,43,19.4,6.1
1951,6,29,67,50,19.4,10
1951,6,30,76,50,24.4,10
1951,7,1,71,55,21.7,12.8
1951,7,2,68,59,20,15
1951,7,3,71,51,21.7,10.6
1951,7,4,64,47,17.8,8.3
1951,7,5,64,49,17.8,9.4
1951,7,6,69,59,20.6,15
1951,7,7,71,55,21.7,12.8
1951,7,8,68,51,20,10.6
1951,7,9,69,48,20.6,8.9
1951,7,10,69,56,20.6,13.3
1951,7,11,60,51,15.6,10.6
1951,7,12,63,47,17.2,8.3
1951,7,13,58,47,14.4,8.3
1951,7,14,64,41,17.8,5
1951,7,15,69,45,20.6,7.2
1951,7,16,74,54,23.3,12.2
1951,7,17,74,57,23.3,13.9
1951,7,18,72,53,22.2,11.7
1951,7,19,74,51,23.3,10.6
1951,7,20,68,54,20,12.2
1951,7,21,68,50,20,10
1951,7,22,70,53,21.1,11.7
1951,7,23,63,45,17.2,7.2
1951,7,24,66,45,18.9,7.2
1951,7,25,71,49,21.7,9.4
1951,7,26,65,58,18.3,14.4
1951,7,27,73,58,22.8,14.4
1951,7,28,70,50,21.1,10
1951,7,29,68,43,20,6.1
1951,7,30,74,42,23.3,5.6
1951,7,31,72,54,22.2,12.2
1951,8,1,71,51,21.7,10.6
1951,8,2,67,49,19.4,9.4
1951,8,3,73,56,22.8,13.3
1951,8,4,69,49,20.6,9.4
1951,8,5,71,51,21.7,10.6
1951,8,6,62,55,16.7,12.8
1951,8,7,68,52,20,11.1
1951,8,8,60,48,15.6,8.9
1951,8,9,63,53,17.2,11.7
1951,8,10,64,50,17.8,10
1951,8,11,58,52,14.4,11.1
1951,8,12,61,48,16.1,8.9
1951,8,13,65,42,18.3,5.6
1951,8,14,63,49,17.2,9.4
1951,8,15,68,47,20,8.3
1951,8,16,64,51,17.8,10.6
1951,8,17,69,52,20.6,11.1
1951,8,18,62,48,16.7,8.9
1951,8,19,67,51,19.4,10.6
1951,8,20,67,50,19.4,10
1951,8,21,67,48,19.4,8.9
1951,8,22,64,52,17.8,11.1
1951,8,23,62,47,16.7,8.3
1951,8,24,63,51,17.2,10.6
1951,8,25,63,50,17.2,10
1951,8,26,62,51,16.7,10.6
1951,8,27,65,48,18.3,8.9
1951,8,28,63,48,17.2,8.9
1951,8,29,64,51,17.8,10.6
1951,8,30,67,42,19.4,5.6
1951,8,31,66,44,18.9,6.7
1951,9,1,65,45,18.3,7.2
1951,9,2,65,45,18.3,7.2
1951,9,3,66,42,18.9,5.6
1951,9,4,68,61,20,16.1
1951,9,5,71,56,21.7,13.3
1951,9,6,65,45,18.3,7.2
1951,9,7,63,41,17.2,5
1951,9,8,67,56,19.4,13.3
1951,9,9,62,54,16.7,12.2
1951,9,10,69,55,20.6,12.8
1951,9,11,68,56,20,13.3
1951,9,12,66,50,18.9,10
1951,9,13,60,51,15.6,10.6
1951,9,14,66,50,18.9,10
1951,9,15,65,50,18.3,10
1951,9,16,61,47,16.1,8.3
1951,9,17,59,43,15,6.1
1951,9,18,58,49,14.4,9.4
1951,9,19,60,48,15.6,8.9
1951,9,20,66,47,18.9,8.3
1951,9,21,66,43,18.9,6.1
1951,9,22,61,51,16.1,10.6
1951,9,23,65,50,18.3,10
1951,9,24,64,50,17.8,10
1951,9,25,63,50,17.2,10
1951,9,26,60,45,15.6,7.2
1951,9,27,63,45,17.2,7.2
1951,9,28,62,45,16.7,7.2
1951,9,29,65,44,18.3,6.7
1951,9,30,62,53,16.7,11.7
1951,10,1,62,52,16.7,11.1
1951,10,2,58,52,14.4,11.1
1951,10,3,62,54,16.7,12.2
1951,10,4,60,52,15.6,11.1
1951,10,5,63,46,17.2,7.8
1951,10,6,63,45,17.2,7.2
1951,10,7,64,40,17.8,4.4
1951,10,8,65,46,18.3,7.8
1951,10,9,63,49,17.2,9.4
1951,10,10,57,49,13.9,9.4
1951,10,11,65,49,18.3,9.4
1951,10,12,59,49,15,9.4
1951,10,13,65,41,18.3,5
1951,10,14,68,40,20,4.4
1951,10,15,64,53,17.8,11.7
1951,10,16,70,55,21.1,12.8
1951,10,17,55,44,12.8,6.7
1951,10,18,52,46,11.1,7.8
1951,10,19,57,38,13.9,3.3
1951,10,20,53,40,11.7,4.4
1951,10,21,47,36,8.3,2.2
1951,10,22,49,33,9.4,0.6
1951,10,23,51,32,10.6,0
1951,10,24,52,33,11.1,0.6
1951,10,25,51,32,10.6,0
1951,10,26,54,49,12.2,9.4
1951,10,27,54,50,12.2,10
1951,10,28,59,49,15,9.4
1951,10,29,59,47,15,8.3
1951,10,30,53,43,11.7,6.1
1951,10,31,51,41,10.6,5
1951,11,1,53,33,11.7,0.6
1951,11,2,49,36,9.4,2.2
1951,11,3,51,35,10.6,1.7
1951,11,4,54,43,12.2,6.1
1951,11,5,57,39,13.9,3.9
1951,11,6,49,35,9.4,1.7
1951,11,7,53,30,11.7,-1.1
1951,11,8,52,46,11.1,7.8
1951,11,9,53,43,11.7,6.1
1951,11,10,56,38,13.3,3.3
1951,11,11,49,39,9.4,3.9
1951,11,12,53,33,11.7,0.6
1951,11,13,45,29,7.2,-1.7
1951,11,14,54,43,12.2,6.1
1951,11,15,57,47,13.9,8.3
1951,11,16,58,48,14.4,8.9
1951,11,17,54,45,12.2,7.2
1951,11,18,52,42,11.1,5.6
1951,11,19,49,39,9.4,3.9
1951,11,20,51,43,10.6,6.1
1951,11,21,48,40,8.9,4.4
1951,11,22,45,37,7.2,2.8
1951,11,23,55,42,12.8,5.6
1951,11,24,56,42,13.3,5.6
1951,11,25,43,31,6.1,-0.6
1951,11,26,47,29,8.3,-1.7
1951,11,27,52,40,11.1,4.4
1951,11,28,50,40,10,4.4
1951,11,29,53,43,11.7,6.1
1951,11,30,50,42,10,5.6
1951,12,1,47,36,8.3,2.2
1951,12,2,44,33,6.7,0.6
1951,12,3,51,36,10.6,2.2
1951,12,4,52,48,11.1,8.9
1951,12,5,53,38,11.7,3.3
1951,12,6,53,30,11.7,-1.1
1951,12,7,48,31,8.9,-0.6
1951,12,8,49,37,9.4,2.8
1951,12,9,42,35,5.6,1.7
1951,12,10,40,27,4.4,-2.8
1951,12,11,47,25,8.3,-3.9
1951,12,12,54,37,12.2,2.8
1951,12,13,46,31,7.8,-0.6
1951,12,14,55,35,12.8,1.7
1951,12,15,57,50,13.9,10
1951,12,16,57,48,13.9,8.9
1951,12,17,55,49,12.8,9.4
1951,12,18,54,44,12.2,6.7
1951,12,19,53,45,11.7,7.2
1951,12,20,50,30,10,-1.1
1951,12,21,46,27,7.8,-2.8
1951,12,22,47,31,8.3,-0.6
1951,12,23,46,26,7.8,-3.3
1951,12,24,51,37,10.6,2.8
1951,12,25,41,33,5,0.6
1951,12,26,45,30,7.2,-1.1
1951,12,27,47,40,8.3,4.4
1951,12,28,44,34,6.7,1.1
1951,12,29,42,32,5.6,0
1951,12,30,51,34,10.6,1.1
1951,12,31,41,31,5,-0.6
1952,1,1,45,30,7.2,-1.1
1952,1,2,45,32,7.2,0
1952,1,3,40,30,4.4,-1.1
1952,1,4,47,27,8.3,-2.8
1952,1,5,51,35,10.6,1.7
1952,1,6,54,46,12.2,7.8
1952,1,7,52,44,11.1,6.7
1952,1,8,51,34,10.6,1.1
1952,1,9,43,33,6.1,0.6
1952,1,10,51,38,10.6,3.3
1952,1,11,48,33,8.9,0.6
1952,1,12,43,29,6.1,-1.7
1952,1,13,48,29,8.9,-1.7
1952,1,14,52,38,11.1,3.3
1952,1,15,52,35,11.1,1.7
1952,1,16,37,31,2.8,-0.6
1952,1,17,37,31,2.8,-0.6
1952,1,18,38,29,3.3,-1.7
1952,1,19,40,26,4.4,-3.3
1952,1,20,41,29,5,-1.7
1952,1,21,37,24,2.8,-4.4
1952,1,22,38,26,3.3,-3.3
1952,1,23,38,32,3.3,0
1952,1,24,36,30,2.2,-1.1
1952,1,25,37,29,2.8,-1.7
1952,1,26,34,23,1.1,-5
1952,1,27,30,23,-1.1,-5
1952,1,28,41,28,5,-2.2
1952,1,29,43,32,6.1,0
1952,1,30,45,27,7.2,-2.8
1952,1,31,44,33,6.7,0.6
1952,2,1,41,32,5,0
1952,2,2,43,32,6.1,0
1952,2,3,43,33,6.1,0.6
1952,2,4,43,27,6.1,-2.8
1952,2,5,46,26,7.8,-3.3
1952,2,6,48,37,8.9,2.8
1952,2,7,46,36,7.8,2.2
1952,2,8,45,29,7.2,-1.7
1952,2,9,42,30,5.6,-1.1
1952,2,10,47,33,8.3,0.6
1952,2,11,42,27,5.6,-2.8
1952,2,12,41,23,5,-5
1952,2,13,40,32,4.4,0
1952,2,14,42,33,5.6,0.6
1952,2,15,45,27,7.2,-2.8
1952,2,16,48,38,8.9,3.3
1952,2,17,51,41,10.6,5
1952,2,18,52,43,11.1,6.1
1952,2,19,48,42,8.9,5.6
1952,2,20,49,40,9.4,4.4
1952,2,21,46,42,7.8,5.6
1952,2,22,51,35,10.6,1.7
1952,2,23,51,31,10.6,-0.6
1952,2,24,52,26,11.1,-3.3
1952,2,25,48,25,8.9,-3.9
1952,2,26,43,25,6.1,-3.9
1952,2,27,47,27,8.3,-2.8
1952,2,28,49,30,9.4,-1.1
1952,2,29,52,41,11.1,5
1952,3,1,54,35,12.2,1.7
1952,3,2,57,49,13.9,9.4
1952,3,3,57,44,13.9,6.7
1952,3,4,52,42,11.1,5.6
1952,3,5,52,36,11.1,2.2
1952,3,6,53,34,11.7,1.1
1952,3,7,56,48,13.3,8.9
1952,3,8,59,47,15,8.3
1952,3,9,58,41,14.4,5
1952,3,10,57,41,13.9,5
1952,3,11,56,40,13.3,4.4
1952,3,12,54,39,12.2,3.9
1952,3,13,48,43,8.9,6.1
1952,3,14,45,40,7.2,4.4
1952,3,15,49,38,9.4,3.3
1952,3,16,54,41,12.2,5
1952,3,17,54,39,12.2,3.9
1952,3,18,54,35,12.2,1.7
1952,3,19,54,35,12.2,1.7
1952,3,20,56,43,13.3,6.1
1952,3,21,57,38,13.9,3.3
1952,3,22,54,40,12.2,4.4
1952,3,23,52,40,11.1,4.4
1952,3,24,45,41,7.2,5
1952,3,25,49,29,9.4,-1.7
1952,3,26,51,24,10.6,-4.4
1952,3,27,48,30,8.9,-1.1
1952,3,28,39,34,3.9,1.1
1952,3,29,39,32,3.9,0
1952,3,30,43,34,6.1,1.1
1952,3,31,45,28,7.2,-2.2
1952,4,1,48,26,8.9,-3.3
1952,4,2,49,36,9.4,2.2
1952,4,3,51,41,10.6,5
1952,4,4,52,45,11.1,7.2
1952,4,5,54,34,12.2,1.1
1952,4,6,52,34,11.1,1.1
1952,4,7,54,37,12.2,2.8
1952,4,8,54,32,12.2,0
1952,4,9,61,40,16.1,4.4
1952,4,10,56,36,13.3,2.2
1952,4,11,57,42,13.9,5.6
1952,4,12,60,37,15.6,2.8
1952,4,13,62,42,16.7,5.6
1952,4,14,56,38,13.3,3.3
1952,4,15,57,40,13.9,4.4
1952,4,16,60,45,15.6,7.2
1952,4,17,62,40,16.7,4.4
1952,4,18,68,38,20,3.3
1952,4,19,57,42,13.9,5.6
1952,4,20,56,42,13.3,5.6
1952,4,21,59,42,15,5.6
1952,4,22,55,38,12.8,3.3
1952,4,23,56,37,13.3,2.8
1952,4,24,60,40,15.6,4.4
1952,4,25,61,46,16.1,7.8
1952,4,26,65,39,18.3,3.9
1952,4,27,62,37,16.7,2.8
1952,4,28,67,42,19.4,5.6
1952,4,29,53,46,11.7,7.8
1952,4,30,58,47,14.4,8.3
1952,5,1,60,40,15.6,4.4
1952,5,2,51,46,10.6,7.8
1952,5,3,53,46,11.7,7.8
1952,5,4,54,46,12.2,7.8
1952,5,5,57,45,13.9,7.2
1952,5,6,58,42,14.4,5.6
1952,5,7,58,39,14.4,3.9
1952,5,8,50,43,10,6.1
1952,5,9,62,43,16.7,6.1
1952,5,10,59,45,15,7.2
1952,5,11,61,41,16.1,5
1952,5,12,61,44,16.1,6.7
1952,5,13,65,41,18.3,5
1952,5,14,69,49,20.6,9.4
1952,5,15,73,44,22.8,6.7
1952,5,16,76,48,24.4,8.9
1952,5,17,77,45,25,7.2
1952,5,18,67,46,19.4,7.8
1952,5,19,70,47,21.1,8.3
1952,5,20,65,50,18.3,10
1952,5,21,66,49,18.9,9.4
1952,5,22,68,49,20,9.4
1952,5,23,73,44,22.8,6.7
1952,5,24,74,46,23.3,7.8
1952,5,25,68,43,20,6.1
1952,5,26,70,46,21.1,7.8
1952,5,27,70,50,21.1,10
1952,5,28,57,47,13.9,8.3
1952,5,29,58,44,14.4,6.7
1952,5,30,49,43,9.4,6.1
1952,5,31,60,46,15.6,7.8
1952,6,1,63,48,17.2,8.9
1952,6,2,59,44,15,6.7
1952,6,3,62,38,16.7,3.3
1952,6,4,62,47,16.7,8.3
1952,6,5,64,49,17.8,9.4
1952,6,6,61,43,16.1,6.1
1952,6,7,61,37,16.1,2.8
1952,6,8,55,46,12.8,7.8
1952,6,9,64,37,17.8,2.8
1952,6,10,67,42,19.4,5.6
1952,6,11,66,47,18.9,8.3
1952,6,12,71,56,21.7,13.3
1952,6,13,69,50,20.6,10
1952,6,14,61,44,16.1,6.7
1952,6,15,58,38,14.4,3.3
1952,6,16,60,36,15.6,2.2
1952,6,17,63,48,17.2,8.9
1952,6,18,59,42,15,5.6
1952,6,19,61,45,16.1,7.2
1952,6,20,63,48,17.2,8.9
1952,6,21,64,52,17.8,11.1
1952,6,22,63,48,17.2,8.9
1952,6,23,67,42,19.4,5.6
1952,6,24,68,51,20,10.6
1952,6,25,71,59,21.7,15
1952,6,26,72,55,22.2,12.8
1952,6,27,75,55,23.9,12.8
1952,6,28,71,57,21.7,13.9
1952,6,29,76,60,24.4,15.6
1952,6,30,75,64,23.9,17.8
1952,7,1,76,59,24.4,15
1952,7,2,67,49,19.4,9.4
1952,7,3,65,40,18.3,4.4
1952,7,4,67,38,19.4,3.3
1952,7,5,74,52,23.3,11.1
1952,7,6,69,53,20.6,11.7
1952,7,7,62,50,16.7,10
1952,7,8,72,55,22.2,12.8
1952,7,9,71,52,21.7,11.1
1952,7,10,73,55,22.8,12.8
1952,7,11,68,55,20,12.8
1952,7,12,62,49,16.7,9.4
1952,7,13,63,52,17.2,11.1
1952,7,14,63,47,17.2,8.3
1952,7,15,64,44,17.8,6.7
1952,7,16,65,43,18.3,6.1
1952,7,17,69,54,20.6,12.2
1952,7,18,68,55,20,12.8
1952,7,19,67,58,19.4,14.4
1952,7,20,71,57,21.7,13.9
1952,7,21,76,61,24.4,16.1
1952,7,22,72,59,22.2,15
1952,7,23,75,57,23.9,13.9
1952,7,24,75,58,23.9,14.4
1952,7,25,77,59,25,15
1952,7,26,75,53,23.9,11.7
1952,7,27,63,52,17.2,11.1
1952,7,28,61,49,16.1,9.4
1952,7,29,68,50,20,10
1952,7,30,72,55,22.2,12.8
1952,7,31,71,56,21.7,13.3
1952,8,1,67,51,19.4,10.6
1952,8,2,65,47,18.3,8.3
1952,8,3,64,49,17.8,9.4
1952,8,4,67,53,19.4,11.7
1952,8,5,69,47,20.6,8.3
1952,8,6,69,47,20.6,8.3
1952,8,7,71,54,21.7,12.2
1952,8,8,73,50,22.8,10
1952,8,9,61,54,16.1,12.2
1952,8,10,65,54,18.3,12.2
1952,8,11,73,49,22.8,9.4
1952,8,12,73,56,22.8,13.3
1952,8,13,73,52,22.8,11.1
1952,8,14,62,46,16.7,7.8
1952,8,15,67,52,19.4,11.1
1952,8,16,70,46,21.1,7.8
1952,8,17,67,42,19.4,5.6
1952,8,18,59,52,15,11.1
1952,8,19,60,47,15.6,8.3
1952,8,20,66,50,18.9,10
1952,8,21,70,50,21.1,10
1952,8,22,73,48,22.8,8.9
1952,8,23,66,57,18.9,13.9
1952,8,24,72,57,22.2,13.9
1952,8,25,67,55,19.4,12.8
1952,8,26,69,49,20.6,9.4
1952,8,27,70,56,21.1,13.3
1952,8,28,74,52,23.3,11.1
1952,8,29,70,55,21.1,12.8
1952,8,30,72,48,22.2,8.9
1952,8,31,68,54,20,12.2
1952,9,1,65,51,18.3,10.6
1952,9,2,63,45,17.2,7.2
1952,9,3,69,52,20.6,11.1
1952,9,4,60,45,15.6,7.2
1952,9,5,67,41,19.4,5
1952,9,6,57,39,13.9,3.9
1952,9,7,58,35,14.4,1.7
1952,9,8,57,36,13.9,2.2
1952,9,9,56,47,13.3,8.3
1952,9,10,60,49,15.6,9.4
1952,9,11,62,40,16.7,4.4
1952,9,12,61,50,16.1,10
1952,9,13,62,47,16.7,8.3
1952,9,14,57,43,13.9,6.1
1952,9,15,58,47,14.4,8.3
1952,9,16,57,44,13.9,6.7
1952,9,17,56,39,13.3,3.9
1952,9,18,54,32,12.2,0
1952,9,19,58,34,14.4,1.1
1952,9,20,64,33,17.8,0.6
1952,9,21,60,50,15.6,10
1952,9,22,63,46,17.2,7.8
1952,9,23,68,55,20,12.8
1952,9,24,66,51,18.9,10.6
1952,9,25,58,47,14.4,8.3
1952,9,26,58,41,14.4,5
1952,9,27,56,35,13.3,1.7
1952,9,28,50,34,10,1.1
1952,9,29,55,39,12.8,3.9
1952,9,30,52,39,11.1,3.9
1952,10,1,53,40,11.7,4.4
1952,10,2,60,38,15.6,3.3
1952,10,3,63,35,17.2,1.7
1952,10,4,56,33,13.3,0.6
1952,10,5,57,36,13.9,2.2
1952,10,6,58,45,14.4,7.2
1952,10,7,56,40,13.3,4.4
1952,10,8,57,38,13.9,3.3
1952,10,9,55,37,12.8,2.8
1952,10,10,53,33,11.7,0.6
1952,10,11,54,32,12.2,0
1952,10,12,56,47,13.3,8.3
1952,10,13,51,43,10.6,6.1
1952,10,14,55,33,12.8,0.6
1952,10,15,56,29,13.3,-1.7
1952,10,16,53,40,11.7,4.4
1952,10,17,63,51,17.2,10.6
1952,10,18,56,52,13.3,11.1
1952,10,19,55,49,12.8,9.4
1952,10,20,52,47,11.1,8.3
1952,10,21,54,44,12.2,6.7
1952,10,22,60,45,15.6,7.2
1952,10,23,58,44,14.4,6.7
1952,10,24,56,45,13.3,7.2
1952,10,25,56,47,13.3,8.3
1952,10,26,59,46,15,7.8
1952,10,27,59,50,15,10
1952,10,28,59,51,15,10.6
1952,10,29,55,43,12.8,6.1
1952,10,30,50,43,10,6.1
1952,10,31,54,46,12.2,7.8
1952,11,1,57,49,13.9,9.4
1952,11,2,59,48,15,8.9
1952,11,3,54,37,12.2,2.8
1952,11,4,58,47,14.4,8.3
1952,11,5,51,35,10.6,1.7
1952,11,6,54,46,12.2,7.8
1952,11,7,52,40,11.1,4.4
1952,11,8,44,41,6.7,5
1952,11,9,52,43,11.1,6.1
1952,11,10,54,42,12.2,5.6
1952,11,11,49,35,9.4,1.7
1952,11,12,48,29,8.9,-1.7
1952,11,13,47,42,8.3,5.6
1952,11,14,50,42,10,5.6
1952,11,15,50,40,10,4.4
1952,11,16,45,35,7.2,1.7
1952,11,17,45,31,7.2,-0.6
1952,11,18,37,28,2.8,-2.2
1952,11,19,47,33,8.3,0.6
1952,11,20,42,37,5.6,2.8
1952,11,21,41,36,5,2.2
1952,11,22,44,30,6.7,-1.1
1952,11,23,41,28,5,-2.2
1952,11,24,43,26,6.1,-3.3
1952,11,25,42,38,5.6,3.3
1952,11,26,42,34,5.6,1.1
1952,11,27,44,37,6.7,2.8
1952,11,28,43,25,6.1,-3.9
1952,11,29,41,24,5,-4.4
1952,11,30,44,38,6.7,3.3
1952,12,1,45,32,7.2,0
1952,12,2,41,25,5,-3.9
1952,12,3,45,29,7.2,-1.7
1952,12,4,38,24,3.3,-4.4
1952,12,5,45,23,7.2,-5
1952,12,6,48,40,8.9,4.4
1952,12,7,54,45,12.2,7.2
1952,12,8,53,35,11.7,1.7
1952,12,9,54,47,12.2,8.3
1952,12,10,51,45,10.6,7.2
1952,12,11,47,37,8.3,2.8
1952,12,12,42,34,5.6,1.1
1952,12,13,39,32,3.9,0
1952,12,14,35,29,1.7,-1.7
1952,12,15,34,25,1.1,-3.9
1952,12,16,50,33,10,0.6
1952,12,17,42,34,5.6,1.1
1952,12,18,49,32,9.4,0
1952,12,19,50,38,10,3.3
1952,12,20,50,38,10,3.3
1952,12,21,44,36,6.7,2.2
1952,12,22,55,37,12.8,2.8
1952,12,23,50,41,10,5
1952,12,24,46,38,7.8,3.3
1952,12,25,47,35,8.3,1.7
1952,12,26,46,29,7.8,-1.7
1952,12,27,37,29,2.8,-1.7
1952,12,28,39,30,3.9,-1.1
1952,12,29,44,31,6.7,-0.6
1952,12,30,45,32,7.2,0
1952,12,31,45,35,7.2,1.7
1953,1,1,41,29,5,-1.7
1953,1,2,37,23,2.8,-5
1953,1,3,40,25,4.4,-3.9
1953,1,4,35,21,1.7,-6.1
1953,1,5,44,24,6.7,-4.4
1953,1,6,42,30,5.6,-1.1
1953,1,7,40,28,4.4,-2.2
1953,1,8,43,30,6.1,-1.1
1953,1,9,45,42,7.2,5.6
1953,1,10,50,34,10,1.1
1953,1,11,52,34,11.1,1.1
1953,1,12,52,43,11.1,6.1
1953,1,13,47,40,8.3,4.4
1953,1,14,50,35,10,1.7
1953,1,15,50,45,10,7.2
1953,1,16,50,44,10,6.7
1953,1,17,51,36,10.6,2.2
1953,1,18,47,28,8.3,-2.2
1953,1,19,40,25,4.4,-3.9
1953,1,20,41,26,5,-3.3
1953,1,21,47,39,8.3,3.9
1953,1,22,50,44,10,6.7
1953,1,23,48,39,8.9,3.9
1953,1,24,46,33,7.8,0.6
1953,1,25,43,30,6.1,-1.1
1953,1,26,50,27,10,-2.8
1953,1,27,52,44,11.1,6.7
1953,1,28,52,48,11.1,8.9
1953,1,29,53,46,11.7,7.8
1953,1,30,52,43,11.1,6.1
1953,1,31,45,34,7.2,1.1
1953,2,1,44,31,6.7,-0.6
1953,2,2,42,30,5.6,-1.1
1953,2,3,46,27,7.8,-2.8
1953,2,4,40,26,4.4,-3.3
1953,2,5,43,25,6.1,-3.9
1953,2,6,45,30,7.2,-1.1
1953,2,7,41,24,5,-4.4
1953,2,8,45,24,7.2,-4.4
1953,2,9,45,33,7.2,0.6
1953,2,10,39,33,3.9,0.6
1953,2,11,40,29,4.4,-1.7
1953,2,12,41,29,5,-1.7
1953,2,13,45,29,7.2,-1.7
1953,2,14,49,41,9.4,5
1953,2,15,44,37,6.7,2.8
1953,2,16,48,38,8.9,3.3
1953,2,17,52,47,11.1,8.3
1953,2,18,50,44,10,6.7
1953,2,19,53,34,11.7,1.1
1953,2,20,56,33,13.3,0.6
1953,2,21,58,51,14.4,10.6
1953,2,22,56,50,13.3,10
1953,2,23,56,49,13.3,9.4
1953,2,24,55,49,12.8,9.4
1953,2,25,57,49,13.9,9.4
1953,2,26,62,42,16.7,5.6
1953,2,27,50,39,10,3.9
1953,2,28,52,37,11.1,2.8
1953,3,1,48,35,8.9,1.7
1953,3,2,41,33,5,0.6
1953,3,3,40,35,4.4,1.7
1953,3,4,38,29,3.3,-1.7
1953,3,5,41,32,5,0
1953,3,6,47,25,8.3,-3.9
1953,3,7,51,31,10.6,-0.6
